state_repeat,obs_repeat,state_type,ensemble,n,m,rest_mode,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,3000,0.08750838630066088,0.25369039429378454
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,4000,0.07468655370392273,0.21812966773539788
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,5000,0.0682811201503361,0.19125581173539796
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,6000,0.06731865543016859,0.18826982773539808
0,6,haar_random,pauli,6,5,random,50,mean,1,100,1.2905150733844675,7.293158296678352
0,6,haar_random,pauli,6,5,random,50,mean,1,500,0.7158358947131502,1.5501151749946342
0,6,haar_random,pauli,6,5,random,50,mean,1,1000,0.5252424317523408,1.4673677860524739
0,6,haar_random,pauli,6,5,random,50,mean,1,2000,0.4341857227227088,0.9582911343441269
0,6,haar_random,pauli,6,5,random,50,mean,1,3000,0.30917928608968737,0.7383677860524744
0,6,haar_random,pauli,6,5,random,50,mean,1,4000,0.2866152411959647,0.675212456195954
0,6,haar_random,pauli,6,5,random,50,mean,1,5000,0.2501614009984289,0.7733405315228968
0,6,haar_random,pauli,6,5,random,50,mean,1,6000,0.24348279262320904,0.7733405315228968
0,6,haar_random,clifford,6,5,random,50,mean,1,100,0.7610431975329257,2.2013922736242955
0,6,haar_random,clifford,6,5,random,50,mean,1,500,0.3256267508650736,0.709157886844739
0,6,haar_random,clifford,6,5,random,50,mean,1,1000,0.2422587433406952,0.6531582966783563
0,6,haar_random,clifford,6,5,random,50,mean,1,2000,0.17202866768479053,0.5115524295406376
0,6,haar_random,clifford,6,5,random,50,mean,1,3000,0.14290149077280123,0.3636322139475249
0,6,haar_random,clifford,6,5,random,50,mean,1,4000,0.11729458764536609,0.25518327144560365
0,6,haar_random,clifford,6,5,random,50,mean,1,5000,0.1071494664807394,0.2909332714456036
0,6,haar_random,clifford,6,5,random,50,mean,1,6000,0.10041009477198555,0.24976660477893703
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,100,0.9360871508204145,3.757643314044347
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,500,0.46700592713646477,1.144999150812183
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,1000,0.3238354812731074,0.696498817922309
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,2000,0.24918624991676797,0.5947007398434764
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,3000,0.20162069438901575,0.4855099782051935
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,4000,0.17421275821915208,0.4215099782051935
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,5000,0.14024658306232496,0.3103582966783575
0,6,haar_random,seeqst_uniform,6,5,random,50,mean,1,6000,0.13077149514694944,0.30182496334502423
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,100,0.4990101296614066,1.1679035782051934
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,500,0.25562184390922643,0.5305813318645888
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,1000,0.18356945869087934,0.4768584660233349
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,2000,0.14522673435771616,0.3424891860233349
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,3000,0.10060649289405162,0.2479330260233349
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,4000,0.07882689162240503,0.20811990602333488
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,5000,0.06508383075938463,0.15452060894030684
0,6,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,6000,0.06409802814470045,0.16830678602333488
0,7,haar_random,pauli,6,5,random,50,mean,1,100,1.568686839439799,7.322661169016892
0,7,haar_random,pauli,6,5,random,50,mean,1,500,0.7154309176166097,3.0432424772499576
0,7,haar_random,pauli,6,5,random,50,mean,1,1000,0.6227906358656793,1.5852424772499587
0,7,haar_random,pauli,6,5,random,50,mean,1,2000,0.4447478997915586,1.4660727517457284
0,7,haar_random,pauli,6,5,random,50,mean,1,3000,0.39526522826458876,1.6589906750140782
0,7,haar_random,pauli,6,5,random,50,mean,1,4000,0.33473225784680766,1.2337406750140785
0,7,haar_random,pauli,6,5,random,50,mean,1,5000,0.3015926508858436,1.1243906750140786
0,7,haar_random,pauli,6,5,random,50,mean,1,6000,0.2796413731012597,0.9299906750140786
0,7,haar_random,clifford,6,5,random,50,mean,1,100,0.9456228873242944,2.955677132653363
0,7,haar_random,clifford,6,5,random,50,mean,1,500,0.41051773767527305,1.0003340204045343
0,7,haar_random,clifford,6,5,random,50,mean,1,1000,0.2940119988905723,0.6518939952479315
0,7,haar_random,clifford,6,5,random,50,mean,1,2000,0.17456716811331655,0.41443642550052584
0,7,haar_random,clifford,6,5,random,50,mean,1,3000,0.13951035117486582,0.442879029140722
0,7,haar_random,clifford,6,5,random,50,mean,1,4000,0.10923951379394643,0.2493803620950873
0,7,haar_random,clifford,6,5,random,50,mean,1,5000,0.10037922600174333,0.19820172882714493
0,7,haar_random,clifford,6,5,random,50,mean,1,6000,0.08602513723492504,0.18747855840218206
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,100,1.0453571981814094,3.902733529101485
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,500,0.4816707099336202,1.1008607092239433
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,1000,0.34143780274334423,0.7392767351422187
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,2000,0.24957450761267883,0.6493539148410453
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,3000,0.19399721482342178,0.4757240841412045
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,4000,0.15746779754872145,0.417780353016274
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,5000,0.12964737226131218,0.3345803530162739
0,7,haar_random,seeqst_uniform,6,5,random,50,mean,1,6000,0.11887205879968428,0.30044701968294063
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,100,0.47289290022373937,1.2251093385084704
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,500,0.2004321154918018,0.4677690853710983
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,1000,0.17897608195539358,0.5812120951422184
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,2000,0.13722824800552347,0.3333998053710984
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,3000,0.10052549739470512,0.2507259952479327
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,4000,0.08813287300161265,0.21531197793530105
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,5000,0.08108292682431874,0.22277693793530107
0,7,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,6000,0.07409386170960743,0.20287037793530105
0,8,haar_random,pauli,6,5,random,50,mean,1,100,1.596871133723771,7.243358239600479
0,8,haar_random,pauli,6,5,random,50,mean,1,500,0.7899554437191465,1.6723756222396668
0,8,haar_random,pauli,6,5,random,50,mean,1,1000,0.6491099365626848,1.4206459225743615
0,8,haar_random,pauli,6,5,random,50,mean,1,2000,0.500754317064585,1.0088810518633538
0,8,haar_random,pauli,6,5,random,50,mean,1,3000,0.38029770196397994,0.9379662736354725
0,8,haar_random,pauli,6,5,random,50,mean,1,4000,0.3271140227219499,0.7622061422192615
0,8,haar_random,pauli,6,5,random,50,mean,1,5000,0.29428039159885205,0.681795500310804
0,8,haar_random,pauli,6,5,random,50,mean,1,6000,0.28189683443768626,0.6114027883091575
0,8,haar_random,clifford,6,5,random,50,mean,1,100,0.9034823077913204,2.684293605108379
0,8,haar_random,clifford,6,5,random,50,mean,1,500,0.29989565343410834,0.709157886844739
0,8,haar_random,clifford,6,5,random,50,mean,1,1000,0.25345911738260185,0.524298824063735
0,8,haar_random,clifford,6,5,random,50,mean,1,2000,0.18690618105876916,0.43624982083467745
0,8,haar_random,clifford,6,5,random,50,mean,1,3000,0.13842149041211893,0.3650249062671483
0,8,haar_random,clifford,6,5,random,50,mean,1,4000,0.12957472610742596,0.38338621343313645
0,8,haar_random,clifford,6,5,random,50,mean,1,5000,0.11568880850092068,0.3173582396004815
