state_repeat,obs_repeat,state_type,ensemble,n,m,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,3000,0.7421868650727962,2.067445477266599
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,5000,0.5641047872868151,2.0596931230567863
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,10000,0.4186097570933019,1.180701722141802
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,15000,0.32793594948594046,0.9508938680598147
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,20000,0.272365156626118,0.8143605347264814
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,25000,0.26240600996580404,0.8269753824965116
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,30000,0.2378852872610139,0.7587087158298449
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10,13.286986647778475,89.9301172407692
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30,5.402640952103341,29.981082481419172
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,100,2.2337670151925852,8.993774451014007
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,300,1.1683255645758523,3.0632258437281426
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,1000,0.6637358589536679,2.682879571513458
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,3000,0.3196779097904676,1.2536564022798162
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,5000,0.27924797152088815,0.9538377161311709
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10000,0.21336676381755415,0.6510629207882386
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,15000,0.1576163983687993,0.6210810521733742
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,20000,0.14798600597132364,0.4168647370148628
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,25000,0.13544155971553434,0.5247994640283751
0,3,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30000,0.12740953875241148,0.4538257467847578
0,4,haar_random,pauli,10,3,100,mean,1,10,0.02933881655746854,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,30,0.029338816557468058,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,100,0.02933881655746839,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,300,0.029338816557468485,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,1000,0.02933881655746853,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,3000,0.02933881655746855,0.07580527671274584
0,4,haar_random,pauli,10,3,100,mean,1,5000,1.183166966432226,11.82804562608784
0,4,haar_random,pauli,10,3,100,mean,1,10000,1.863466310010717,5.93912876748673
0,4,haar_random,pauli,10,3,100,mean,1,15000,1.3582486995681797,3.970828767486732
0,4,haar_random,pauli,10,3,100,mean,1,20000,1.315792016372086,5.882249844102139
0,4,haar_random,pauli,10,3,100,mean,1,25000,1.2042040143681103,4.70126984410214
0,4,haar_random,pauli,10,3,100,mean,1,30000,1.0219602906777459,3.9139498441021408
0,4,haar_random,clifford,10,3,100,mean,1,10,0.02933881655746853,0.07580527671274563
0,4,haar_random,clifford,10,3,100,mean,1,30,3.415780346291491,34.15654495472977
0,4,haar_random,clifford,10,3,100,mean,1,100,1.7750039218345581,10.273881463618672
0,4,haar_random,clifford,10,3,100,mean,1,300,1.8074597553323142,6.827614042893046
0,4,haar_random,clifford,10,3,100,mean,1,1000,0.9898728789791802,3.089281013533483
0,4,haar_random,clifford,10,3,100,mean,1,3000,0.6140262929674546,1.7277788105999263
0,4,haar_random,clifford,10,3,100,mean,1,5000,0.40454542315115327,1.2133861928915377
0,4,haar_random,clifford,10,3,100,mean,1,10000,0.27516459871867277,0.6629011798577548
0,4,haar_random,clifford,10,3,100,mean,1,15000,0.259972396091395,0.6527664729956009
0,4,haar_random,clifford,10,3,100,mean,1,20000,0.19586154808457376,0.4477664729956016
0,4,haar_random,clifford,10,3,100,mean,1,25000,0.1840806257791442,0.4883708065970019
0,4,haar_random,clifford,10,3,100,mean,1,30000,0.16314366125308907,0.3529364717485369
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,10,0.02933881655746854,0.07580527671274584
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,30,0.02933881655746854,0.07580527671274584
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,100,5.4190109818792145,40.98065480486324
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,300,2.460361894972545,13.673988138196576
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,1000,1.1561817504272385,4.1166548048632405
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,3000,0.7642741557901739,2.1167459865856584
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,5000,0.5592013528380398,1.2975459865856585
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,10000,0.44593892549030556,1.027569541593856
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,15000,0.34108799953212127,1.0443654868089096
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,20000,0.30298927386913077,0.8060113265256452
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,25000,0.25720149720885177,0.7241059865856586
0,4,haar_random,seeqst_uniform,10,3,100,mean,1,30000,0.2329907575341876,0.6398449407278952
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10,6.674532820936153,38.57356173126799
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30,3.2898077746959555,12.902680634388158
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,100,1.7584763630907283,7.693105687181944
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,300,1.2070988733435168,3.019363463530364
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,1000,0.6573461009335,1.793547773393023
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,3000,0.35471233572242644,0.9210517989954256
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,5000,0.3082952698116486,0.918335611765176
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10000,0.19431918782955765,0.6153382273786627
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,15000,0.1611149209894111,0.4654288843043402
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,20000,0.14974399072926253,0.5253926215340693
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,25000,0.1265675335881773,0.4561822869071051
0,4,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30000,0.11005170077301611,0.3242620650017012
0,5,haar_random,pauli,10,3,100,mean,1,10,0.03278082310113181,0.07580527671274584
0,5,haar_random,pauli,10,3,100,mean,1,30,0.03278082310113181,0.07580527671274584
0,5,haar_random,pauli,10,3,100,mean,1,100,0.032780823101131805,0.07580527671274584
0,5,haar_random,pauli,10,3,100,mean,1,300,0.032780823101131853,0.07580527671274584
0,5,haar_random,pauli,10,3,100,mean,1,1000,5.901025597705415,59.0093587803446
0,5,haar_random,pauli,10,3,100,mean,1,3000,3.4132526232573928,19.7453679562078
0,5,haar_random,pauli,10,3,100,mean,1,5000,2.644646929724373,11.872167956207807
0,5,haar_random,pauli,10,3,100,mean,1,10000,2.2888705603188284,5.9672679562078095
0,5,haar_random,pauli,10,3,100,mean,1,15000,1.670402255887773,3.9989679562078106
0,5,haar_random,pauli,10,3,100,mean,1,20000,1.4742817009140385,5.865258780344622
0,5,haar_random,pauli,10,3,100,mean,1,25000,1.3388349815562746,4.684278780344623
0,5,haar_random,pauli,10,3,100,mean,1,30000,1.2618150801350152,3.9082228733061566
0,5,haar_random,clifford,10,3,100,mean,1,10,10.251208958373018,102.51156611017758
0,5,haar_random,clifford,10,3,100,mean,1,30,3.417980281115703,34.178232776844446
0,5,haar_random,clifford,10,3,100,mean,1,100,3.069577517883576,10.266531660826944
0,5,haar_random,clifford,10,3,100,mean,1,300,1.8681553437475236,10.205449180996235
0,5,haar_random,clifford,10,3,100,mean,1,1000,1.0137229681005844,3.092691693134196
0,5,haar_random,clifford,10,3,100,mean,1,3000,0.6191678486484105,1.7257830858602874
0,5,haar_random,clifford,10,3,100,mean,1,5000,0.44479182194799427,1.049350010208139
0,5,haar_random,clifford,10,3,100,mean,1,10000,0.31351869986056125,0.7349497525269576
0,5,haar_random,clifford,10,3,100,mean,1,15000,0.2613246698687919,0.7691164191936241
0,5,haar_random,clifford,10,3,100,mean,1,20000,0.22281761084665525,0.6324497525269579
0,5,haar_random,clifford,10,3,100,mean,1,25000,0.20344615351492604,0.7144497525269579
0,5,haar_random,clifford,10,3,100,mean,1,30000,0.17445556665495815,0.49578308586029196
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,10,0.03278082310113181,0.07580527671274584
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,30,6.827214563087233,68.27135880310912
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,100,3.543416613128549,20.48469213644246
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,300,1.8026962647321105,6.862933194372202
