state_repeat,obs_repeat,state_type,ensemble,n,l,num_observables,n_sample,rmse,max_error
0,51,haar_random,seeqst_binomial,7,4,100,1000,1.2950859248449584,12.297548497121621
0,51,haar_random,seeqst_binomial,7,4,100,5000,0.6897685095771443,2.530014454640751
0,51,haar_random,seeqst_binomial,7,4,100,10000,0.46674477240261336,2.4830428501839266
0,51,haar_random,seeqst_binomial,7,4,100,25000,0.3817606960322626,2.4267018609065154
0,51,haar_random,seeqst_unifsize_l,7,4,100,10,5.719624272583599,34.968766003167296
0,51,haar_random,seeqst_unifsize_l,7,4,100,100,1.6593032061542863,6.992162065646461
0,51,haar_random,seeqst_unifsize_l,7,4,100,500,0.6648181486020105,3.492162065646461
0,51,haar_random,seeqst_unifsize_l,7,4,100,1000,0.47916922496245157,1.4881428333259346
0,51,haar_random,seeqst_unifsize_l,7,4,100,5000,0.21246358770409174,0.5972219899589568
0,51,haar_random,seeqst_unifsize_l,7,4,100,10000,0.14218969574999832,0.3581163431539607
0,51,haar_random,seeqst_unifsize_l,7,4,100,25000,0.1110626859810404,0.2721803328873717
0,52,haar_random,pauli,7,4,100,10,0.09071358874532157,0.24762601598935016
0,52,haar_random,pauli,7,4,100,100,5.80223815494419,21.987143715998005
0,52,haar_random,pauli,7,4,100,500,1.7134109190884996,4.621626015989348
0,52,haar_random,pauli,7,4,100,1000,1.1693893179783441,2.434626015989349
0,52,haar_random,pauli,7,4,100,5000,0.6194653502788207,1.7685829422809718
0,52,haar_random,pauli,7,4,100,10000,0.4626353702379262,1.0446613720798616
0,52,haar_random,pauli,7,4,100,25000,0.3091513440097003,0.7855903934304773
0,52,haar_random,clifford,7,4,100,10,4.0589595723840945,12.927160687490503
0,52,haar_random,clifford,7,4,100,100,1.2481178052887998,3.852420505134733
0,52,haar_random,clifford,7,4,100,500,0.47460176973023205,1.1917331855274313
0,52,haar_random,clifford,7,4,100,1000,0.3559760682127427,0.98005194436525
0,52,haar_random,clifford,7,4,100,5000,0.13606239854000204,0.3957029366129776
0,52,haar_random,clifford,7,4,100,10000,0.10718276798104139,0.2115938272757912
0,52,haar_random,clifford,7,4,100,25000,0.07556676523529866,0.20165434834070245
0,52,haar_random,seeqst_uniform,7,4,100,10,5.121049214000796,25.649094680490006
0,52,haar_random,seeqst_uniform,7,4,100,100,1.8242752382704255,5.097603138260986
0,52,haar_random,seeqst_uniform,7,4,100,500,0.7514699374242438,1.8764320726543393
0,52,haar_random,seeqst_uniform,7,4,100,1000,0.46644855361839366,1.2982241019300802
0,52,haar_random,seeqst_uniform,7,4,100,5000,0.2097235850781671,0.5466477582501328
0,52,haar_random,seeqst_uniform,7,4,100,10000,0.14229956689716314,0.3375822523278639
0,52,haar_random,seeqst_uniform,7,4,100,25000,0.08711727766404272,0.3017422523278639
0,52,haar_random,seeqst_binomial,7,4,100,10,0.6170470458983706,3.604706132284629
0,52,haar_random,seeqst_binomial,7,4,100,100,0.8534872596916094,5.040640622889212
0,52,haar_random,seeqst_binomial,7,4,100,500,2.6475702546164026,24.478979952118024
0,52,haar_random,seeqst_binomial,7,4,100,1000,1.8545638420435198,12.316716048117247
0,52,haar_random,seeqst_binomial,7,4,100,5000,0.7590121802071251,2.5905526573786037
0,52,haar_random,seeqst_binomial,7,4,100,10000,0.4682875116524977,1.367723502859653
0,52,haar_random,seeqst_binomial,7,4,100,25000,0.38100939059989947,1.833454773115096
0,52,haar_random,seeqst_unifsize_l,7,4,100,10,4.314151035202982,34.93927213990035
0,52,haar_random,seeqst_unifsize_l,7,4,100,100,1.9392520808466835,6.962087829295893
0,52,haar_random,seeqst_unifsize_l,7,4,100,500,0.6388479886481216,1.9769281258847755
0,52,haar_random,seeqst_unifsize_l,7,4,100,1000,0.4315848242318003,1.1036491187243715
0,52,haar_random,seeqst_unifsize_l,7,4,100,5000,0.22489972565444788,0.662849639804921
0,52,haar_random,seeqst_unifsize_l,7,4,100,10000,0.16208587783532458,0.3581163431539607
0,52,haar_random,seeqst_unifsize_l,7,4,100,25000,0.11486998581831002,0.2721803328873717
0,53,haar_random,pauli,7,4,100,10,0.08800003554891299,0.2179782153196229
0,53,haar_random,pauli,7,4,100,100,4.888803156657196,21.93775224174986
0,53,haar_random,pauli,7,4,100,500,1.8547653103408657,4.563757008603226
0,53,haar_random,pauli,7,4,100,1000,1.2988808580659823,4.431910107374867
0,53,haar_random,pauli,7,4,100,5000,0.6805699812183207,2.265963862323916
0,53,haar_random,pauli,7,4,100,10000,0.5195019019026281,1.2089700787638131
0,53,haar_random,pauli,7,4,100,25000,0.28958913881559856,0.6411834418957384
0,53,haar_random,clifford,7,4,100,10,2.580812355629669,12.943686221139636
0,53,haar_random,clifford,7,4,100,100,1.3684979201147522,3.9976747644192225
